index,rdate,rid,hid,class,distance,jname,tname,exweight,bardraw,rating,horseweight,rank,finishm,win_t5,place_t5,ind_win,ind_pla,velocity,straight,width,humidity
110508,2019-11-03,3,4,51.20929941722318,1200,8.478244441277663,7.820037989458753,129.0,4.0,52.0,1160.0,7,6996.0,40.0,7.5,0,0,1715.2658662092624,430,18.3,2.75
110509,2019-11-03,3,5,51.20929941722318,1200,0.0,7.889084407035514,129.0,10.0,52.0,1114.0,4,6966.0,60.0,12.0,0,0,1722.652885443583,430,18.3,2.75
110510,2019-11-03,3,6,51.20929941722318,1200,6.056784013228625,8.744647438317532,129.0,3.0,52.0,1194.0,3,6959.0,10.0,3.1,0,1,1724.3856875987929,430,18.3,2.75
110511,2019-11-03,3,7,51.20929941722318,1200,2.833213344056216,6.327936783729195,129.0,8.0,52.0,1077.0,12,7061.0,8.5,2.9,0,0,1699.475994901572,430,18.3,2.75
110512,2019-11-03,3,8,51.20929941722318,1200,8.00836557031292,8.356789669923213,127.0,2.0,50.0,1049.0,2,6940.0,5.7,2.0,0,1,1729.106628242075,430,18.3,2.75
110513,2019-11-03,3,9,51.20929941722318,1200,7.384610383176974,4.77912349311153,127.0,11.0,50.0,1145.0,11,7040.0,99.0,15.0,0,0,1704.5454545454545,430,18.3,2.75
110514,2019-11-03,3,10,51.20929941722318,1200,8.227375506834035,8.363575702750637,122.0,7.0,45.0,1181.0,10,7029.0,8.6,2.4,0,0,1707.2129748186087,430,18.3,2.75
110515,2019-11-03,3,11,51.20929941722318,1200,6.091309882077698,0.0,120.0,9.0,43.0,1067.0,8,7015.0,36.0,7.5,0,0,1710.6200997861724,430,18.3,2.75
110516,2019-11-03,3,12,51.20929941722318,1200,6.63200177739563,8.491875383431948,118.0,1.0,41.0,1032.0,6,6996.0,42.0,8.0,0,0,1715.2658662092624,430,18.3,2.75
110517,2019-11-03,4,1,69.93396499768197,1200,7.259116128097101,0.0,133.0,4.0,80.0,1209.0,11,7006.0,3.7,1.6,0,0,1712.8175849272052,430,18.3,2.75
110518,2019-11-03,4,2,69.93396499768197,1200,7.9865049385539955,8.606302366488013,128.0,8.0,75.0,1122.0,2,6877.0,13.0,2.9,0,1,1744.9469245310456,430,18.3,2.75
110519,2019-11-03,4,3,69.93396499768197,1200,8.331827004436057,7.628517626575055,126.0,10.0,73.0,1135.0,10,6961.0,25.0,4.5,0,0,1723.8902456543601,430,18.3,2.75
110520,2019-11-03,4,4,69.93396499768197,1200,7.384610383176974,8.454466361507933,125.0,9.0,72.0,1224.0,5,6897.0,14.0,2.7,0,0,1739.8869073510223,430,18.3,2.75
110521,2019-11-03,4,5,69.93396499768197,1200,5.111987788356544,8.507142855562735,125.0,2.0,72.0,1150.0,4,6894.0,6.2,1.8,0,0,1740.644038294169,430,18.3,2.75
110522,2019-11-03,4,6,69.93396499768197,1200,8.227375506834035,8.363575702750637,124.0,11.0,71.0,1098.0,6,6900.0,91.0,13.0,0,0,1739.1304347826087,430,18.3,2.75
110523,2019-11-03,4,7,69.93396499768197,1200,0.0,8.724207360800564,123.0,5.0,70.0,1013.0,12,7099.0,87.0,12.0,0,0,1690.3789266093816,430,18.3,2.75
110524,2019-11-03,4,8,69.93396499768197,1200,7.239214973779806,8.27893600229198,123.0,6.0,70.0,1051.0,9,6961.0,99.0,19.0,0,0,1723.8902456543601,430,18.3,2.75
110525,2019-11-03,4,9,69.93396499768197,1200,8.046869510959576,8.558718938244736,120.0,1.0,67.0,1133.0,1,6865.0,2.0,1.1,1,1,1747.9970866715223,430,18.3,2.75
110526,2019-11-03,4,10,69.93396499768197,1200,6.091309882077698,8.740016691519521,119.0,7.0,66.0,1156.0,7,6905.0,18.0,3.7,0,0,1737.8711078928313,430,18.3,2.75
110527,2019-11-03,4,11,69.93396499768197,1200,8.00836557031292,8.262300941787448,117.0,3.0,64.0,1140.0,3,6886.0,62.0,7.6,0,1,1742.6662794074934,430,18.3,2.75
